$GNRMC,092600.00,A,3000.00675003,N,15000.00894416,E,0.006,9.9,210626,1.2,E,D,C*4E
$GNGGA,092600.00,3000.00675003,N,15000.00894416,E,2,28,0.6,2883.8811,M,-39.9013,M,2.0,144*76
$GNGSA,M,3,08,10,18,23,24,27,32,,,,,,1.2,0.6,1.0,1*3A
$GNGSA,M,3,68,69,70,85,,,,,,,,,1.2,0.6,1.0,2*31
$GNGSA,M,3,03,08,13,34,,,,,,,,,1.2,0.6,1.0,3*35
$GNGSA,M,3,02,03,06,07,09,10,11,25,27,29,30,32,1.2,0.6,1.0,4*3F
$GNGSA,M,3,41,,,,,,,,,,,,1.2,0.6,1.0,4*39
$GPGSV,2,1,08,24,31,060,38,18,25,147,40,02,16,316,28,32,52,229,40,1*6E
$GPGSV,2,2,08,10,70,344,44,27,26,251,34,08,22,288,35,23,54,071,42,1*65
$GPGSV,2,1,07,24,31,060,38,18,25,147,30,32,52,229,33,10,70,344,42,4*6F
$GPGSV,2,2,07,27,26,251,30,08,22,288,35,23,54,071,34,4*5F
$GPGSV,2,1,07,24,31,060,38,18,25,147,36,32,52,229,30,10,70,344,39,6*64
$GPGSV,2,2,07,27,26,251,30,08,22,288,37,23,54,071,39,6*52
$GPGSV,2,1,07,24,31,060,45,18,25,147,43,32,52,229,35,10,70,344,43,8*6A
$GPGSV,2,2,07,27,26,251,33,08,22,288,42,23,54,071,43,8*50
$GPGSV,1,1,02,18,25,147,39,23,54,071,41,9*6B
$GLGSV,2,1,07,68,32,041,36,78,13,070,34,69,69,331,41,83,29,168,29,1*7E
$GLGSV,2,2,07,70,33,254,34,85,39,321,40,84,73,243,41,1*47
$GLGSV,2,1,07,68,32,041,42,78,13,070,41,69,69,331,43,83,29,168,43,3*73
$GLGSV,2,2,07,70,33,254,38,85,39,321,40,84,73,243,44,3*4C
$GLGSV,2,1,05,68,32,041,41,69,69,331,43,83,29,168,42,85,39,321,40,5*79
$GLGSV,2,2,05,84,73,243,41,5*41
$GBGSV,1,1,02,B*07
$GBGSV,5,1,19,67,43,175,38,66,32,134,33,65,10,109,32,02,43,175,39,1*74
